target name	accession	query name	E-value	description of target								"AAA domain, putative AbiEii toxin, Type IV TA system"				17	
WP_232794755.1	PF00561.26	Abhydrolase_1	2.90E-21	alpha/beta hydrolase fold													
WP_232794763.1	PF15611.11	EH_Signature	8.60E-06	EH_Signature domain													
WP_198580847.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_321158519.1	PF02534.20	T4SS-DNA_transf	3.40E-26	Type IV secretory system Conjugative DNA transfer													
WP_209358975.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_235195765.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_235195766.1	PF10117.15	McrBC	3.90E-14	McrBC 5-methylcytosine restriction system component													
WP_034002062.1	PF13191.12	AAA_16	2.20E-05	AAA ATPase domain													
WP_034002066.1	PF07669.17	Eco57I	2.40E-08	Eco57I restriction-modification methylase													
WP_034002067.1	PF02086.21	MethyltransfD12	2.10E-28	D12 class N6 adenine-specific DNA methyltransferase													
WP_128696134.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_235175963.1	PF03483.22	B3_4	1.00E-69	B3/4 domain													
WP_058149178.1	PF03852.21	Vsr	1.20E-30	DNA mismatch endonuclease Vsr													
WP_058149175.1	PF13245.12	AAA_19	8.40E-03	AAA domain													
WP_058149209.1	PF00145.23	DNA_methylase	7.80E-53	C-5 cytosine-specific DNA methylase													
WP_071567479.1	PF08378.17	NERD	9.00E-07	Nuclease-related domain													
WP_150036370.1	PF00271.37	Helicase_C	7.30E-04	Helicase conserved C-terminal domain													
WP_121358870.1	PF09369.15	MZB	9.80E-08	MrfA Zn-binding domain													
WP_071536712.1	PF13538.12	UvrD_C_2	1.10E-07	UvrD-like helicase C-terminal domain													
WP_196663591.1	PF14267.11	DUF4357	1.60E-21	Domain of unknown function (DUF4357)													
WP_176600337.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_023088228.1	PF13018.11	ESPR	6.90E-09	Extended Signal Peptide of Type V secretion system													
WP_003138844.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_121382767.1	PF14082.12	SduA_C	2.10E-21	"Shedu protein SduA, C-terminal"													
WP_003138847.1	PF21247.3	Fic-like_C	4.40E-25	"Filamentation induced by cAMP protein Fic-like, C-terminal domain"													
WP_003138848.1	PF00270.35	DEAD	1.00E-23	DEAD/DEAH box helicase													
WP_003138849.1	PF13208.11	TerB_N	3.50E-62	TerB N-terminal domain													
WP_003138850.1	PF10923.14	BrxC_BrxD	5.40E-155	BREX system ATP-binding protein BrxC/D													
WP_003138851.1	PF00270.35	DEAD	1.20E-30	DEAD/DEAH box helicase													
WP_003138853.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_124105846.1	PF07724.20	AAA_2	1.70E-44	AAA domain (Cdc48 subfamily)													
WP_187682686.1	PF02384.22	N6_Mtase	5.90E-63	N-6 DNA Methylase													
WP_187682687.1	PF14002.11	YniB	3.20E-06	YniB-like protein													
WP_031652638.1	PF08845.15	SymE_toxin	4.10E-15	"Toxin SymE, type I toxin-antitoxin system"													
WP_134236417.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_134236416.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_150035563.1	PF03483.22	B3_4	3.40E-72	B3/4 domain													
WP_054375822.1	PF01935.23	DUF87	4.50E-06	"Helicase HerA, central domain"													
WP_054375821.1	PF02384.22	N6_Mtase	1.00E-42	N-6 DNA Methylase													
WP_079741893.1	PF01420.25	Methylase_S	7.10E-08	Type I restriction modification DNA specificity domain													
WP_054375819.1	PF19557.5	DUF6079	2.40E-04	Family of unknown function (DUF6079)													
WP_054375818.1	PF13191.12	AAA_16	9.90E-04	AAA ATPase domain													
WP_054375816.1	PF01527.26	HTH_Tnp_1	9.00E-07	Transposase													
WP_223716496.1	PF08845.15	SymE_toxin	3.90E-06	"Toxin SymE, type I toxin-antitoxin system"													
WP_054375787.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_012613974.1	PF13087.12	AAA_12	9.00E-21	AAA domain													
WP_024947973.1	PF06508.19	QueC	7.50E-25	Queuosine biosynthesis protein QueC													
WP_096250960.1	PF13175.12	AAA_15	2.80E-12	AAA ATPase domain													
WP_096250959.1	PF00580.27	UvrD-helicase	1.70E-16	UvrD/REP helicase N-terminal domain													
WP_096250958.1	PF13683.12	rve_3	2.00E-31	Integrase core domain													
WP_031634898.1	PF00176.29	SNF2-rel_dom	2.50E-17	SNF2-related domain													
WP_031634902.1	PF04465.17	DUF499	2.30E-17	Protein of unknown function (DUF499)													
WP_078459551.1	PF12635.12	DUF3780	8.10E-80	Protein of unknown function (DUF3780)													
WP_031634906.1	PF06634.17	DUF1156	6.90E-18	Protein of unknown function (DUF1156)													
WP_031634908.1	PF00271.37	Helicase_C	6.20E-13	Helicase conserved C-terminal domain													
WP_096250957.1	PF00589.27	Phage_integrase	6.80E-14	Phage integrase family													
WP_023122054.1	PF09848.15	SLFN-g3_helicase	8.70E-106	"Schlafen group 3, DNA/RNA helicase domain"													
WP_023122057.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_023084162.1	PF13353.11	Fer4_12	1.70E-24	4Fe-4S single cluster domain													
WP_077143985.1	PF07724.20	AAA_2	1.50E-43	AAA domain (Cdc48 subfamily)													
WP_079388451.1	PF07724.20	AAA_2	1.70E-44	AAA domain (Cdc48 subfamily)													
WP_033938608.1	PF13087.12	AAA_12	6.70E-21	AAA domain													
WP_033938603.1	PF09848.15	SLFN-g3_helicase	6.60E-105	"Schlafen group 3, DNA/RNA helicase domain"													
WP_033938599.1	PF00589.27	Phage_integrase	1.90E-13	Phage integrase family													
WP_033938596.1	PF01844.29	HNH	1.40E-05	HNH endonuclease													
WP_033938593.1	PF00145.23	DNA_methylase	1.20E-50	C-5 cytosine-specific DNA methylase													
WP_079388450.1	PF03852.21	Vsr	3.60E-27	DNA mismatch endonuclease Vsr													
WP_033938592.1	PF13091.12	PLDc_2	8.10E-19	PLD-like domain													
WP_033938590.1	PF09369.15	MZB	5.90E-11	MrfA Zn-binding domain													
WP_033938587.1	PF00271.37	Helicase_C	7.70E-05	Helicase conserved C-terminal domain													
WP_033938583.1	PF00271.37	Helicase_C	3.00E-20	Helicase conserved C-terminal domain													
WP_033938580.1	PF07669.17	Eco57I	7.10E-17	Eco57I restriction-modification methylase													
WP_033938579.1	PF00271.37	Helicase_C	1.40E-17	Helicase conserved C-terminal domain													
WP_198429429.1	PF18143.6	HAD_SAK_2	1.40E-24	HAD domain in Swiss Army Knife RNA repair proteins													
WP_161791483.1	PF00589.27	Phage_integrase	1.50E-05	Phage integrase family													
WP_249123747.1	PF05930.18	Phage_AlpA	1.70E-08	Prophage CP4-57 regulatory protein (AlpA)													
WP_079388413.1	PF13362.12	Toprim_3	7.00E-09	Toprim domain													
WP_033937594.1	PF13148.11	DUF3987	1.40E-88	Protein of unknown function (DUF3987)													
WP_033937585.1	PF03235.19	GmrSD_N	5.90E-32	"GmrSD restriction endonuclease, N-terminal domain"													
WP_326492111.1	PF13538.12	UvrD_C_2	2.30E-05	UvrD-like helicase C-terminal domain													
WP_033937584.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_078465073.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_031652641.1	PF13353.11	Fer4_12	5.30E-25	4Fe-4S single cluster domain													
WP_031652640.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_078451408.1	PF00145.23	DNA_methylase	1.20E-47	C-5 cytosine-specific DNA methylase													
WP_031652634.1	PF10593.14	Z1	1.90E-65	Z1 domain													
WP_078451407.1	PF14390.12	DUF4420	4.60E-51	"Putative PD-(D/E)XK family member, (DUF4420)"													
WP_124174397.1	PF19866.4	DUF6339	1.60E-05	Family of unknown function (DUF6339)													
WP_031652632.1	PF03852.21	Vsr	3.20E-25	DNA mismatch endonuclease Vsr													
WP_031652631.1	PF10038.14	DUF2274	1.10E-20	Protein of unknown function (DUF2274)													
WP_031652630.1	PF03743.19	TrbI	6.90E-59	Bacterial conjugation TrbI-like protein													
WP_023086092.1	PF03524.21	CagX	6.10E-67	Conjugal transfer protein													
WP_023086091.1	PF04335.19	VirB8	5.90E-67	VirB8 protein													
WP_023086090.1	PF00589.27	Phage_integrase	1.40E-07	Phage integrase family													
WP_031652628.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_405398288.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_133452680.1	PF11726.14	YagK_YfjJ_C	4.60E-09	YagK/YfjJ C-terminal domain													
WP_023109929.1	PF06666.16	DUF1173	4.00E-31	Protein of unknown function (DUF1173)													
WP_336190370.1	PF13683.12	rve_3	2.60E-18	Integrase core domain													
WP_079993285.1	PF13087.12	AAA_12	6.30E-19	AAA domain													
WP_023109923.1	PF00270.35	DEAD	1.00E-23	DEAD/DEAH box helicase													
WP_023109922.1	PF21247.3	Fic-like_C	5.00E-25	"Filamentation induced by cAMP protein Fic-like, C-terminal domain"													
WP_023109920.1	PF14082.12	SduA_C	6.60E-21	"Shedu protein SduA, C-terminal"													
WP_405398300.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_023086093.1	PF03743.19	TrbI	5.90E-60	Bacterial conjugation TrbI-like protein													
WP_023086095.1	PF13182.11	DUF4007	4.60E-60	Protein of unknown function (DUF4007)													
WP_023086097.1	PF01507.25	PAPS_reduct	2.20E-11	Phosphoadenosine phosphosulfate reductase family													
WP_023086098.1	PF02518.31	HATPase_c	1.70E-11	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"													
WP_023086100.1	PF09848.15	SLFN-g3_helicase	3.50E-105	"Schlafen group 3, DNA/RNA helicase domain"													
WP_023086101.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_121431383.1	PF00665.32	rve	1.10E-28	Integrase core domain													
WP_150080252.1	PF00665.32	rve	3.60E-29	Integrase core domain													
WP_058342863.1	PF18766.7	SWI2_SNF2	1.10E-35	SWI2/SNF2 ATPase													
WP_058342864.1	PF02384.22	N6_Mtase	3.40E-63	N-6 DNA Methylase													
WP_096246701.1	PF01420.25	Methylase_S	5.90E-10	Type I restriction modification DNA specificity domain													
WP_058342865.1	PF20469.4	OLD-like_TOPRIM	2.30E-15	"Overcoming lysogenization defect protein-like, TOPRIM domain"													
WP_058342866.1	PF13361.12	UvrD_C	2.80E-17	UvrD-like helicase C-terminal domain													
WP_058342867.1	PF04471.18	Mrr_cat	4.70E-23	Restriction endonuclease													
WP_126569797.1	PF14002.11	YniB	4.00E-06	YniB-like protein													
WP_222829346.1	PF13087.12	AAA_12	5.50E-21	AAA domain													
WP_222829347.1	PF07724.20	AAA_2	4.80E-44	AAA domain (Cdc48 subfamily)													
WP_082238199.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_057453876.1	PF03483.22	B3_4	2.30E-72	B3/4 domain													
WP_049955995.1	PF13589.12	HATPase_c_3	4.90E-29	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"													
WP_219828259.1	PF10593.14	Z1	1.10E-65	Z1 domain													
WP_031755768.1	PF14390.12	DUF4420	8.80E-59	"Putative PD-(D/E)XK family member, (DUF4420)"													
WP_052048826.1	PF10592.14	AIPR	2.30E-96	AIPR protein													
WP_307753571.1	PF03852.21	Vsr	9.30E-28	DNA mismatch endonuclease Vsr													
WP_226341671.1	PF00145.23	DNA_methylase	7.70E-22	C-5 cytosine-specific DNA methylase													
WP_115282359.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_087823975.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_023119344.1	PF03483.22	B3_4	1.40E-72	B3/4 domain													
WP_079279810.1	PF11459.13	AbiEi_3	6.80E-29	"Transcriptional regulator, AbiEi antitoxin, Type IV TA system"													
WP_023119340.1	PF08843.17	AbiEii	2.30E-34	"Nucleotidyl transferase AbiEii toxin, Type IV TA system"													
WP_121784785.1	PF00665.32	rve	3.60E-29	Integrase core domain													
WP_196621074.1	PF01844.29	HNH	2.20E-10	HNH endonuclease													
WP_023119336.1	PF00072.30	Response_reg	1.20E-04	Response regulator receiver domain													
WP_023119335.1	PF13589.12	HATPase_c_3	3.70E-20	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"													
WP_079279809.1	PF03852.21	Vsr	1.80E-30	DNA mismatch endonuclease Vsr													
WP_031654098.1	PF00145.23	DNA_methylase	5.00E-54	C-5 cytosine-specific DNA methylase													
WP_031654096.1	PF18928.5	DUF5677	3.80E-09	Family of unknown function (DUF5677)													
WP_023119326.1	PF03865.19	ShlB	4.00E-22	Haemolysin secretion/activation protein ShlB/FhaC/HecB													
WP_023119325.1	PF18676.6	MBG_2	9.90E-22	MBG domain (YGX type)													
WP_023119324.1	PF05860.19	TPS	1.30E-21	TPS secretion domain													
WP_023119323.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_025271148.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_058170195.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_071534519.1	PF05930.18	Phage_AlpA	1.30E-17	Prophage CP4-57 regulatory protein (AlpA)													
WP_079753641.1	PF06508.19	QueC	9.50E-05	Queuosine biosynthesis protein QueC													
WP_031275494.1	PF06114.19	Peptidase_M78	6.20E-18	IrrE N-terminal-like domain													
WP_023911305.1	PF18766.7	SWI2_SNF2	3.90E-69	SWI2/SNF2 ATPase													
WP_023911304.1	PF01420.25	Methylase_S	1.30E-17	Type I restriction modification DNA specificity domain													
WP_023911302.1	PF00580.27	UvrD-helicase	2.90E-17	UvrD/REP helicase N-terminal domain													
WP_023911301.1	PF20469.4	OLD-like_TOPRIM	8.20E-16	"Overcoming lysogenization defect protein-like, TOPRIM domain"													
WP_023911300.1	PF02384.22	N6_Mtase	1.90E-88	N-6 DNA Methylase													
WP_058007383.1	PF02384.22	N6_Mtase	1.10E-96	N-6 DNA Methylase													
WP_023911544.1	PF02481.20	DNA_processg_A	3.10E-35	DNA recombination-mediator protein A													
WP_023911543.1	PF00270.35	DEAD	7.90E-23	DEAD/DEAH box helicase													
WP_023911542.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_115288765.1	PF03483.22	B3_4	3.40E-72	B3/4 domain													
WP_333482466.1	PF08845.15	SymE_toxin	8.00E-07	"Toxin SymE, type I toxin-antitoxin system"													
WP_214543150.1	PF03235.19	GmrSD_N	1.10E-22	"GmrSD restriction endonuclease, N-terminal domain"													
WP_031755761.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_033998603.1	PF02384.22	N6_Mtase	2.40E-107	N-6 DNA Methylase													
WP_034003950.1	PF01442.23	Apolipoprotein	1.20E-04	Apolipoprotein A1/A4/E domain													
WP_033998609.1	PF00176.29	SNF2-rel_dom	3.40E-64	SNF2-related domain													
WP_033998612.1	PF07728.20	AAA_5	8.00E-10	AAA domain (dynein-related subfamily)													
WP_128666384.1	PF11867.13	T1RH-like_C	2.80E-125	"Type I restriction enzyme HindI endonuclease subunit-like, C-terminal"													
WP_124182535.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_017001390.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_025997411.1	PF02384.22	N6_Mtase	4.20E-96	N-6 DNA Methylase													
WP_017001392.1	PF01420.25	Methylase_S	1.20E-10	Type I restriction modification DNA specificity domain													
WP_017001393.1	PF03235.19	GmrSD_N	3.50E-28	"GmrSD restriction endonuclease, N-terminal domain"													
WP_017001394.1	PF03235.19	GmrSD_N	9.60E-32	"GmrSD restriction endonuclease, N-terminal domain"													
WP_017001395.1	PF18766.7	SWI2_SNF2	3.20E-67	SWI2/SNF2 ATPase													
WP_017001396.1	PF01863.23	YgjP-like	2.40E-55	"YgjP-like, metallopeptidase domain"													
WP_196644916.1	PF00665.32	rve	3.60E-29	Integrase core domain													
WP_017002304.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_234135901.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_004350149.1	PF13353.11	Fer4_12	2.30E-24	4Fe-4S single cluster domain													
WP_033973754.1	PF03483.22	B3_4	6.00E-73	B3/4 domain													
WP_047691463.1	PF10593.14	Z1	1.90E-65	Z1 domain													
WP_235213994.1	PF00145.23	DNA_methylase	7.70E-22	C-5 cytosine-specific DNA methylase													
WP_058157134.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_079379838.1	PF07724.20	AAA_2	1.40E-43	AAA domain (Cdc48 subfamily)													
WP_033944636.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_229027903.1	PF08845.15	SymE_toxin	8.70E-11	"Toxin SymE, type I toxin-antitoxin system"													
WP_021204888.1	PF07724.20	AAA_2	3.30E-44	AAA domain (Cdc48 subfamily)													
WP_021204887.1	PF13353.11	Fer4_12	2.50E-24	4Fe-4S single cluster domain													
WP_021204886.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_227280436.1	PF13020.12	NOV_C	7.80E-18	"Protein NO VEIN, C-terminal"													
WP_023110669.1	PF09823.15	DUF2357	3.70E-07	Domain of unknown function (DUF2357)													
WP_096229393.1	PF13683.12	rve_3	2.00E-31	Integrase core domain													
WP_021204904.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_029610239.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_241471486.1	PF10011.15	DUF2254	1.20E-04	Predicted membrane protein (DUF2254)													
WP_241471487.1	PF08867.16	FRG	9.30E-20	FRG domain													
WP_034070066.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_023105227.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_074207075.1	PF00271.37	Helicase_C	6.50E-25	Helicase conserved C-terminal domain													
WP_033975669.1	PF12358.13	DUF3644	6.40E-03	Domain of unknown function (DUF3644)													
WP_033975671.1	PF06634.17	DUF1156	1.20E-31	Protein of unknown function (DUF1156)													
WP_023835620.1	PF13304.12	AAA_21	1.00E-13	"AAA domain, putative AbiEii toxin, Type IV TA system"													
WP_033975677.1	PF04465.17	DUF499	5.30E-27	Protein of unknown function (DUF499)													
WP_094954358.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_003111555.1	PF13353.11	Fer4_12	1.50E-24	4Fe-4S single cluster domain													
WP_094954359.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_121334421.1	PF01844.29	HNH	1.40E-05	HNH endonuclease													
WP_196612438.1	PF00271.37	Helicase_C	7.70E-05	Helicase conserved C-terminal domain													
WP_242162258.1	PF07669.17	Eco57I	7.10E-17	Eco57I restriction-modification methylase													
WP_079388414.1	PF05930.18	Phage_AlpA	8.90E-11	Prophage CP4-57 regulatory protein (AlpA)													
WP_121334335.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_093944982.1	PF00270.35	DEAD	1.00E-23	DEAD/DEAH box helicase													
WP_034081937.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_034081939.1	PF13353.11	Fer4_12	4.20E-24	4Fe-4S single cluster domain													
WP_108201893.1	PF13087.12	AAA_12	5.50E-21	AAA domain													
WP_034012520.1	PF06666.16	DUF1173	1.30E-30	Protein of unknown function (DUF1173)													
WP_409046850.1	PF13683.12	rve_3	2.00E-31	Integrase core domain													
WP_031654392.1	PF13020.12	NOV_C	7.80E-18	"Protein NO VEIN, C-terminal"													
WP_034013174.1	PF18897.5	Gp3-like	1.40E-47	Recombination directionality factor-like													
WP_259084748.1	PF00665.32	rve	4.10E-28	Integrase core domain													
WP_034077531.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_034034185.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_237752839.1	PF00665.32	rve	2.40E-16	Integrase core domain													
WP_057384032.1	PF01527.26	HTH_Tnp_1	7.80E-23	Transposase													
WP_254856937.1	PF13683.12	rve_3	2.00E-31	Integrase core domain													
WP_043087444.1	PF13280.11	WYL	3.30E-13	WYL domain													
WP_043087442.1	PF02646.22	RmuC	5.80E-33	RmuC family													
WP_043087433.1	PF07669.17	Eco57I	1.20E-06	Eco57I restriction-modification methylase													
WP_079388015.1	PF00025.27	Arf	2.70E-07	ADP-ribosylation factor family													
WP_043087432.1	PF03235.19	GmrSD_N	1.20E-38	"GmrSD restriction endonuclease, N-terminal domain"													
WP_070623997.1	PF08665.17	PglZ	3.40E-03	PglZ domain													
WP_196681407.1	PF13337.12	BrxL_ATPase	1.10E-133	"Lon-like protease BrxL-like, ATPase domain"													
WP_254856939.1	PF13538.12	UvrD_C_2	2.00E-11	UvrD-like helicase C-terminal domain													
WP_043087121.1	PF01527.26	HTH_Tnp_1	5.20E-22	Transposase													
WP_254856940.1	PF18676.6	MBG_2	3.00E-22	MBG domain (YGX type)													
WP_096228875.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_043087119.1	PF13353.11	Fer4_12	1.80E-24	4Fe-4S single cluster domain													
WP_085955245.1	PF00665.32	rve	1.00E-28	Integrase core domain													
WP_224154852.1	PF00580.27	UvrD-helicase	1.30E-14	UvrD/REP helicase N-terminal domain													
WP_224154849.1	PF12802.13	MarR_2	6.50E-04	MarR family													
WP_224154847.1	PF04002.20	RadC	1.70E-46	RadC-like JAB domain													
WP_033982519.1	PF01381.28	HTH_3	2.70E-11	Helix-turn-helix													
WP_172792821.1	PF18897.5	Gp3-like	2.50E-47	Recombination directionality factor-like													
WP_224154842.1	PF09588.16	YqaJ	1.40E-47	YqaJ-like viral recombinase domain													
WP_043106102.1	PF06067.16	DUF932	3.50E-73	Domain of unknown function (DUF932)													
WP_043106099.1	PF06114.19	Peptidase_M78	1.50E-20	IrrE N-terminal-like domain													
WP_224154841.1	PF08378.17	NERD	4.80E-03	Nuclease-related domain													
WP_224154839.1	PF05016.21	ParE_toxin	9.60E-16	"ParE toxin of type II toxin-antitoxin system, parDE"													
WP_224154837.1	PF07929.16	PRiA4_ORF3	6.70E-55	Plasmid pRiA4b ORF-3-like protein													
WP_043107117.1	PF13280.11	WYL	1.60E-13	WYL domain													
WP_043106450.1	PF14076.12	DUF4258	9.70E-04	Domain of unknown function (DUF4258)													
WP_079783555.1	PF07669.17	Eco57I	2.70E-10	Eco57I restriction-modification methylase													
WP_052160138.1	PF09346.15	SMI1_KNR4	5.30E-26	SMI1 / KNR4 family (SUKH-1)													
WP_043106444.1	PF03235.19	GmrSD_N	1.50E-37	"GmrSD restriction endonuclease, N-terminal domain"													
WP_224154835.1	PF08665.17	PglZ	7.30E-04	PglZ domain													
WP_249914002.1	PF13361.12	UvrD_C	1.70E-12	UvrD-like helicase C-terminal domain													
WP_034004972.1	PF13087.12	AAA_12	6.30E-21	AAA domain													
WP_023091632.1	PF03483.22	B3_4	2.40E-72	B3/4 domain													
WP_094867552.1	PF00665.32	rve	3.60E-29	Integrase core domain													
WP_023091636.1	PF03235.19	GmrSD_N	2.50E-25	"GmrSD restriction endonuclease, N-terminal domain"													
WP_023091637.1	PF18737.6	HEPN_MAE_28990	6.80E-17	MAE_28990/MAE_18760-like HEPN													
WP_023980461.1	PF03852.21	Vsr	1.40E-28	DNA mismatch endonuclease Vsr													
WP_023091638.1	PF13589.12	HATPase_c_3	4.40E-19	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"													
WP_023091641.1	PF00145.23	DNA_methylase	4.90E-49	C-5 cytosine-specific DNA methylase													
WP_023091643.1	PF13356.12	Arm-DNA-bind_3	4.60E-13	Arm DNA-binding domain													
WP_023091646.1	PF08845.15	SymE_toxin	1.50E-15	"Toxin SymE, type I toxin-antitoxin system"													
WP_023091648.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_031278574.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_003451890.1	PF00589.27	Phage_integrase	9.20E-08	Phage integrase family													
WP_003451886.1	PF00580.27	UvrD-helicase	2.90E-16	UvrD/REP helicase N-terminal domain													
WP_058142868.1	PF00271.37	Helicase_C	4.60E-05	Helicase conserved C-terminal domain													
WP_058142867.1	PF09369.15	MZB	1.40E-10	MrfA Zn-binding domain													
WP_073652444.1	PF08378.17	NERD	1.80E-09	Nuclease-related domain													
WP_003451876.1	PF10592.14	AIPR	1.30E-94	AIPR protein													
WP_010793101.1	PF14390.12	DUF4420	1.90E-72	"Putative PD-(D/E)XK family member, (DUF4420)"													
WP_010793100.1	PF10593.14	Z1	2.00E-84	Z1 domain													
WP_034022974.1	PF13589.12	HATPase_c_3	2.10E-29	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"													
WP_031628281.1	PF00145.23	DNA_methylase	1.50E-20	C-5 cytosine-specific DNA methylase													
WP_180737166.1	PF03483.22	B3_4	8.40E-73	B3/4 domain													
WP_180737169.1	PF05930.18	Phage_AlpA	1.30E-23	Prophage CP4-57 regulatory protein (AlpA)													
WP_180737170.1	PF11726.14	YagK_YfjJ_C	2.70E-41	YagK/YfjJ C-terminal domain													
WP_354669548.1	PF07929.16	PRiA4_ORF3	1.80E-48	Plasmid pRiA4b ORF-3-like protein													
WP_180737172.1	PF13280.11	WYL	9.10E-14	WYL domain													
WP_180737173.1	PF12869.13	tRNA_anti-like	5.00E-06	tRNA_anti-like													
WP_180737174.1	PF00271.37	Helicase_C	8.10E-25	Helicase conserved C-terminal domain													
WP_180737175.1	PF12358.13	DUF3644	9.20E-03	Domain of unknown function (DUF3644)													
WP_180737176.1	PF06634.17	DUF1156	1.20E-31	Protein of unknown function (DUF1156)													
WP_180737178.1	PF04465.17	DUF499	2.60E-27	Protein of unknown function (DUF499)													
WP_180737181.1	PF01381.28	HTH_3	3.50E-14	Helix-turn-helix													
WP_180737184.1	PF04002.20	RadC	7.60E-44	RadC-like JAB domain													
WP_180737185.1	PF18897.5	Gp3-like	2.50E-48	Recombination directionality factor-like													
WP_180737214.1	PF09588.16	YqaJ	6.30E-49	YqaJ-like viral recombinase domain													
WP_180737186.1	PF06067.16	DUF932	7.30E-72	Domain of unknown function (DUF932)													
WP_180737187.1	PF12128.14	DUF3584	1.40E-123	Protein of unknown function (DUF3584)													
WP_180737190.1	PF23947.1	DUF7281	1.40E-21	Domain of unknown function (DUF7281)													
WP_180737191.1	PF19500.5	DUF6035	3.00E-14	Family of unknown function (DUF6035)													
WP_180737192.1	PF13175.12	AAA_15	3.10E-44	AAA ATPase domain													
WP_180737193.1	PF13245.12	AAA_19	2.10E-12	AAA domain													
WP_180737195.1	PF00589.27	Phage_integrase	1.40E-13	Phage integrase family													
WP_180737196.1	PF09848.15	SLFN-g3_helicase	8.00E-105	"Schlafen group 3, DNA/RNA helicase domain"													
WP_289933811.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_180737197.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_128652101.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_071540834.1	PF12728.13	HTH_17	8.20E-15	Helix-turn-helix domain													
WP_043089981.1	PF04851.21	ResIII	4.50E-36	"Type III restriction enzyme, res subunit"													
WP_128652347.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_058202029.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_201266845.1	PF13508.13	Acetyltransf_7	1.20E-06	Acetyltransferase (GNAT) domain													
WP_053806633.1	PF08681.17	DUF1778	1.10E-19	Protein of unknown function (DUF1778)													
WP_121391635.1	PF00753.33	Lactamase_B	6.90E-22	Metallo-beta-lactamase superfamily													
WP_116802135.1	PF07992.20	Pyr_redox_2	1.10E-42	Pyridine nucleotide-disulphide oxidoreductase													
