Accession	Start	Stop	Size
NZ_JAVFGR010000001.1	123277	159160	35883
NZ_JUMA01000157.1	9173	45056	35883
NZ_JUMB01000058.1	9169	45052	35883
NZ_JVHM01000027.1	122725	158616	35891
NZ_JBBELC010000006.1	7859	43778	35919
NZ_JACWGO010000001.1	3972121	4008041	35920
NZ_JAOXQT010000001.1	244892	280812	35920
NZ_LLLO01000001.1	130220	166140	35920
NZ_LLRX01000033.1	124276	160196	35920
NZ_JACCIK010000001.1	541630	577561	35931
NZ_JAPCUG010000002.1	126424	162355	35931
NZ_JAPCUR010000002.1	126424	162355	35931
NZ_CP115261.1	803694	839630	35936
NZ_NSQY01000005.1	230956	266893	35937
NZ_FRHT01000057.1	124442	160413	35971
NZ_FRHU01000079.1	124446	160417	35971
NZ_FRHX01000022.1	124442	160413	35971
NZ_FRHZ01000026.1	124442	160413	35971
NZ_FRWT01000104.1	124442	160413	35971
NZ_CTFL01000094.1	57232	93220	35988
NZ_JAHYBI010000018.1	35842	71830	35988
NZ_JAKMHD010000022.1	35883	71871	35988
NZ_JAKMHE010000022.1	35883	71871	35988
NZ_JAKMHF010000009.1	36622	72610	35988
NZ_JAMSGO010000016.1	124059	160047	35988
NZ_JAZBSY010000002.1	44069	80057	35988
NZ_JAZBTH010000001.1	123309	159297	35988
NZ_JBAWUA010000023.1	35004	70992	35988
NZ_LLND01000001.1	393594	429582	35988
NZ_QAYT01000059.1	127405	163393	35988
NZ_QAYU01000097.1	128747	164735	35988
NZ_QAYV01000086.1	111024	147012	35988
NZ_RWVI01000002.1	237982	273970	35988
NZ_RXTN01000036.1	35767	71755	35988
NZ_JAATIF010000001.1	6565183	6601195	36012
NZ_JAXCNC010000003.1	541015	577027	36012
NZ_JAXCOD010000001.1	582096	618108	36012
NZ_LLSA01000001.1	554216	590228	36012
NZ_VJMM01000028.1	14280	50292	36012
NZ_CP008857.1	4137043	4173056	36013
NZ_CP137490.1	768797	804810	36013
NZ_CP162336.1	6325858	6361871	36013
NZ_JAVVBV010000023.1	23348	59361	36013
NZ_JPEY01000010.1	868101	904114	36013
NZ_JPFE01000006.1	865009	901022	36013
NZ_JPFG01000004.1	3612940	3648953	36013
NZ_KI519146.1	918156	954169	36013
NZ_LZQJ01000174.1	218470	254483	36013
NZ_QVCQ02000016.1	20686	56699	36013
NZ_QVEE02000011.1	20686	56699	36013
NZ_RYXU01000183.1	21622	57635	36013
NZ_LLLI01000001.1	542465	578488	36023
NZ_LLQQ01000001.1	542465	578488	36023
NZ_JBIGKB010000087.1	7957	43981	36024
NZ_LFDF01000012.1	540058	576082	36024
NZ_JUYD01000263.1	41897	77959	36062
NZ_CP033685.1	6237237	6273300	36063
NZ_CP115481.1	1300024	1336088	36064
NZ_FRHQ01000205.1	20349	56413	36064
NZ_FRHV01000018.1	30711	66775	36064
NZ_FRHW01000166.1	30707	66771	36064
NZ_FRIC01000076.1	30706	66770	36064
NZ_FRIE01000106.1	30704	66768	36064
NZ_LJNX01000009.1	57218	93293	36075
NZ_JTVI01000002.1	25600	61679	36079
NZ_JAJDQS010000013.1	22210	58290	36080
NZ_JAZBTA010000013.1	22138	58218	36080
NZ_JAZBTG010000003.1	372501	408581	36080
NZ_JAZEWM010000357.1	7912	43992	36080
NZ_JAZIDJ010000030.1	22082	58162	36080
NZ_JTQF01000017.1	22104	58184	36080
NZ_LSQO01000016.1	554229	590309	36080
NZ_NSOG01000001.1	567417	603497	36080
NZ_RXBO01000001.1	448562	484642	36080
NZ_CP024477.1	6088256	6124337	36081
NZ_CP033843.1	1964408	2000489	36081
NZ_CP043328.1	6510391	6546472	36081
NZ_JAJAUB010000024.1	20846	56927	36081
NZ_JTUD01000026.1	202682	238763	36081
NZ_JTWX01000002.1	24703	60784	36081
NZ_LYTU01000046.1	21181	57262	36081
NZ_MPVC01000005.1	20930	57011	36081
NZ_NQZW01000017.1	75547	111628	36081
NZ_CP065374.1	3089875	3125969	36094
NZ_JUKP01000101.1	1	36099	36098
NZ_CP096822.1	6090112	6126213	36101
NZ_CP135097.1	3859235	3895353	36118
NC_023149.1	6223173	6259300	36127
NZ_JACEPE010000001.1	432393	468521	36128
NZ_JAHWBG010000007.1	153472	189612	36140
NZ_CP124626.1	1555962	1592111	36149
NZ_ATAJ02000003.1	121978	158132	36154
NZ_CACPER010000001.1	546218	582372	36154
NZ_CP031877.1	574223	610377	36154
NZ_CP031878.1	543381	579535	36154
NZ_CP035739.1	4557648	4593802	36154
NZ_CP096207.1	5993034	6029188	36154
NZ_CP120859.1	371699	407853	36154
NZ_CP124652.1	581256	617410	36154
NZ_CP124655.1	602520	638674	36154
NZ_CP127016.1	4799927	4836081	36154
NZ_JAFCAB010000003.1	118539	154693	36154
NZ_JAMJQB010000012.1	35911	72065	36154
NZ_JAMJQE010000034.1	43979	80133	36154
NZ_JAOUSV010000009.1	123257	159411	36154
NZ_JAOUSW010000007.1	123257	159411	36154
NZ_JAOXLE010000026.1	10670	46824	36154
NZ_JAOXLF010000001.1	119867	156021	36154
NZ_JAOXPU010000001.1	122290	158444	36154
NZ_JAQAQI010000001.1	3815563	3851717	36154
NZ_JAUEES010000002.1	231141	267295	36154
NZ_JAUOAD010000002.1	106885	143039	36154
NZ_JAXCOB010000019.1	35893	72047	36154
NZ_JAZBSG010000008.1	106863	143017	36154
NZ_JAZBSI010000001.1	124053	160207	36154
NZ_JAZBTX010000002.1	123770	159924	36154
NZ_JBDZYV010000032.1	156	36310	36154
NZ_JTOG01000009.1	123040	159194	36154
NZ_JTXM01000001.1	106935	143089	36154
NZ_NQZG01000001.1	132402	168556	36154
NZ_NRCB01000003.1	58339	94493	36154
NZ_NRCH01000015.1	123329	159483	36154
NZ_NRFS01000001.1	394158	430312	36154
NZ_RXVO01000005.1	106810	142964	36154
NZ_SBJV01000001.1	129869	166023	36154
NZ_SCWO01000025.1	27678	63832	36154
NZ_SCWQ01000030.1	27682	63836	36154
NZ_SWGI01000002.1	123328	159482	36154
NZ_UATT01000021.1	235970	272124	36154
NZ_VSIZ01000001.1	124437	160591	36154
NZ_CP119298.1	5931416	5967571	36155
NZ_JTPS01000019.1	84035	120190	36155
NZ_JAZHAE010000002.1	542202	578359	36157
NZ_CP046061.1	6851616	6887786	36170
NZ_JACEPA010000002.1	139827	176018	36191
NZ_CP031876.1	543407	579606	36199
NZ_BSAU01000003.1	262300	298500	36200
NZ_JABLUO010000012.1	98822	135022	36200
NZ_JTRV01000030.1	98762	134962	36200
NZ_LLRH01000089.1	138197	174397	36200
NZ_NSMS01000003.1	295746	331946	36200
NZ_JAMOGR010000016.1	124397	160606	36209
NZ_JASTYA010000017.1	124413	160622	36209
NZ_JAUKGK010000015.1	124383	160592	36209
NZ_JAUKGL010000009.1	65107	101316	36209
NZ_JAVFEP010000003.1	125418	161629	36211
NZ_CP100653.1	5978602	6014832	36230
NZ_JAUKFZ010000001.1	538946	575192	36246
NZ_QVCL02000006.1	122971	159218	36247
NZ_FRRR01000036.1	123111	159377	36266
NZ_FRRT01000033.1	123109	159375	36266
NZ_JTRJ01000026.1	65458	101724	36266
NZ_JASKXG010000019.1	267143	303434	36291
NZ_JASKXH010000033.1	267143	303434	36291
NZ_JAWLPC010000005.1	137258	173559	36301
NZ_CP077971.1	6033304	6069607	36303
NZ_JAPCVA010000015.1	26973	63277	36304
NZ_JASTYT010000016.1	27023	63327	36304
NZ_JASTYU010000016.1	27023	63327	36304
NZ_JAUKGN010000013.1	26721	63025	36304
NZ_NRAC01000001.1	124034	160343	36309
NZ_JAVIJK010000013.1	1633	37951	36318
NZ_JAGGDH010000023.1	7118	43439	36321
NZ_LLUF01000044.1	83278	119599	36321
NZ_JAHYBO010000013.1	94921	131253	36332
NZ_RAAX01000192.1	45669	82008	36339
NZ_JAOXKS010000011.1	123024	159364	36340
NZ_JAOXKT010000012.1	130210	166550	36340
NZ_JASTYS010000014.1	27003	63354	36351
NZ_JAIXJZ010000012.1	122973	159343	36370
NZ_UAWU01000002.1	177526	213900	36374
NZ_JBIGJM010000009.1	140	36547	36407
NZ_LSQT01000034.1	547635	584046	36411
NZ_CP174606.1	5773528	5809952	36424
NZ_JBIGJC010000001.1	229646	266078	36432
NZ_JAJTWJ010000023.1	267992	304437	36445
NZ_JAJPND010000005.1	541079	577525	36446
NZ_JAWLOQ010000005.1	28257	64703	36446
NZ_JAVFEV010000001.1	123572	160019	36447
NZ_JAVFGD010000001.1	124423	160870	36447
NZ_JAVFGK010000001.1	124423	160870	36447
NZ_WCHU01000001.1	123057	159504	36447
NZ_CP115225.1	90510	126958	36448
NZ_SBJZ01000011.1	12545	49022	36477
NZ_JASKUV010000029.1	34955	71439	36484
NZ_CP097555.1	5887444	5923929	36485
NZ_CP097556.1	5887431	5923916	36485
NZ_JAHERF010000001.1	1382035	1418520	36485
NZ_MLQX01000002.1	129934	166427	36493
NZ_JAULAL010000001.1	3009137	3045650	36513
NZ_CP027172.1	572429	608943	36514
NZ_JABDUI010000010.1	27574	64088	36514
NZ_JABDUJ010000007.1	35959	72473	36514
NZ_JABDUK010000010.1	35959	72473	36514
NZ_JABDUL010000020.1	35959	72473	36514
NZ_JABDUM010000023.1	35844	72358	36514
NZ_JABDUP010000010.1	36032	72546	36514
NZ_JABDUX010000002.1	26991	63505	36514
NZ_JAKKZZ010000002.1	593	37107	36514
NZ_JAOXFU010000006.1	123492	160006	36514
NZ_JABDTR010000001.1	17885	54410	36525
NZ_NSTJ01000001.1	326845	363372	36527
NZ_CP054789.1	6270680	6307209	36529
NZ_JAVQPN010000003.1	402160	438690	36530
NZ_CP041773.1	1965323	2001854	36531
NZ_JAXCNE010000003.1	536636	573167	36531
NZ_JTMW01000002.1	25557	62088	36531
NZ_JAVFFE010000001.1	548917	585457	36540
NZ_LLOX01000023.1	362035	398577	36542
NZ_RAGC01000023.1	123006	159577	36571
NZ_FRHD01000059.1	124051	160623	36572
NZ_FRHG01000137.1	123738	160310	36572
NZ_FRHH01000054.1	19479	56051	36572
NZ_FRHK01000049.1	19480	56052	36572
NZ_FRHM01000044.1	123738	160310	36572
NZ_FRVR01000057.1	19474	56046	36572
NZ_FRWN01000024.1	123740	160312	36572
NZ_SEME01000008.1	123123	159703	36580
NZ_JAUKHP010000001.1	122931	159519	36588
NZ_JAJDSB010000001.1	534355	570961	36606
NZ_CP060242.1	5782440	5819047	36607
NZ_JABDUN010000016.1	35240	71847	36607
NZ_JABDUS010000006.1	3465	40072	36607
NZ_JABDUT010000020.1	35241	71848	36607
NZ_JABDVA010000006.1	35211	71818	36607
NZ_JABDVD010000015.1	22927	59534	36607
NZ_JAHYAY010000006.1	4018	40625	36607
NZ_JBIDIS010000057.1	20973	57580	36607
NZ_NBEZ01000025.1	23280	59887	36607
NZ_JALLCZ010000026.1	35767	72396	36629
NZ_JAUZAX010000001.1	229802	266442	36640
NZ_JASKWC010000058.1	77	36734	36657
NZ_FRFO01000074.1	28322	64986	36664
NZ_FRGZ01000026.1	17936	54600	36664
NZ_FRHA01000087.1	17955	54619	36664
NZ_FRHB01000160.1	17955	54619	36664
NZ_FRHE01000011.1	28300	64964	36664
NZ_FRHF01000101.1	28296	64960	36664
NZ_FRHI01000018.1	28299	64963	36664
NZ_FRHN01000114.1	28278	64942	36664
NZ_FRHO01000128.1	28293	64957	36664
NZ_FRVQ01000119.1	17958	54622	36664
NZ_JAKGDP010000003.1	354887	391552	36665
NZ_JAUFRR010000013.1	159836	196508	36672
NZ_JAUFRS010000002.1	494398	531070	36672
NZ_RXTY01000001.1	547050	583774	36724
NZ_JAHWUW010000001.1	271176	307901	36725
NZ_JAFBLM010000001.1	5866103	5902841	36738
NZ_SDXM01000003.1	538696	575477	36781
NZ_JACBNI010000002.1	172042	208835	36793
NZ_JAHWUX010000003.1	539038	575855	36817
NZ_JAHWVB010000002.1	539038	575855	36817
NZ_JAGGDE010000014.1	13926	50747	36821
NZ_CP148035.1	3041884	3078726	36842
NZ_NRBB01000001.1	215664	252512	36848
NZ_RXTE01000047.1	75216	112086	36870
NZ_CP131788.1	5276729	5313606	36877
NZ_JAJDQK010000002.1	354875	391757	36882
NZ_UGUH01000001.1	4905839	4942738	36899
NZ_JABLSX010000001.1	132567	169490	36923
NZ_JTRY01000009.1	123198	160121	36923
NZ_RWSJ01000002.1	123491	160417	36926
NZ_JAZHAH010000004.1	538898	575829	36931
NZ_JAZHAI010000004.1	539110	576041	36931
NZ_KI519051.1	2776290	2813224	36934
NZ_JABLST010000003.1	11459	48394	36935
NZ_PUEX01000007.1	124369	161304	36935
NZ_RWMT01000002.1	238563	275498	36935
NZ_RWOB01000010.1	13528	50463	36935
NZ_LLMU01000003.1	13468	50404	36936
NZ_NRBD01000020.1	13356	50292	36936
NZ_NRGN01000032.1	13356	50292	36936
NZ_NSZV01000012.1	13527	50463	36936
NZ_RWRT01000010.1	13527	50463	36936
NZ_CAAKMM010000001.1	2129604	2166575	36971
NZ_JTOB01000018.1	15333	52347	37014
NZ_CP124632.1	6975692	7012711	37019
NZ_CP020703.1	6399302	6436325	37023
NZ_CP020704.1	6491240	6528263	37023
NZ_CP021774.1	6420182	6457205	37023
NZ_CP022000.1	6550670	6587693	37023
NZ_CP029605.1	6593897	6630920	37023
NZ_CP117527.1	6490618	6527641	37023
NZ_CP124662.1	6627313	6664336	37023
NZ_CP140515.1	6601804	6638827	37023
NZ_CP141753.1	6624378	6661401	37023
NZ_CP147721.1	1410113	1447136	37023
NZ_CP149513.1	6442909	6479932	37023
NZ_CP166823.1	6318493	6355516	37023
NZ_CP167984.1	6220070	6257093	37023
NZ_JABDVH010000001.1	4068	41091	37023
NZ_JACEPV010000001.1	435125	472148	37023
NZ_JACEQP010000001.1	435094	472117	37023
NZ_JAHDTC010000003.1	156076	193099	37023
NZ_JAHYSI010000002.1	503365	540388	37023
NZ_JAIPTE010000003.1	540686	577709	37023
NZ_JAKKRD010000001.1	542559	579582	37023
NZ_JAMJQC010000014.1	199604	236627	37023
NZ_JAOUSX010000010.1	152333	189356	37023
NZ_JAOXKW010000002.1	357949	394972	37023
NZ_JAOXKZ010000004.1	172330	209353	37023
NZ_JAOXPT010000002.1	542749	579772	37023
NZ_JAOXQA010000008.1	130251	167274	37023
NZ_JAOXQR010000001.1	543199	580222	37023
NZ_JARCZI010000007.1	25549	62572	37023
NZ_JARFMG010000003.1	399770	436793	37023
NZ_JASMRB010000002.1	538780	575803	37023
NZ_JASXTF010000005.1	278669	315692	37023
NZ_JAVFFD010000004.1	542559	579582	37023
NZ_JAZBVG010000005.1	172054	209077	37023
NZ_JAZEWH010000590.1	7934	44957	37023
NZ_JBAWKZ010000009.1	18000	55023	37023
NZ_JBDZYS010000013.1	30273	67296	37023
NZ_JTNH01000002.1	226852	263875	37023
NZ_KI518807.1	1007502	1044525	37023
NZ_KI518889.1	549980	587003	37023
NZ_LR739069.1	6322590	6359613	37023
NZ_NRCG01000005.1	405772	442795	37023
NZ_NSNR01000003.1	278854	315877	37023
NZ_NTAN01000001.1	541074	578097	37023
NZ_NTAO01000001.1	541074	578097	37023
NZ_NTAU01000001.1	543169	580192	37023
NZ_QDGI01000003.1	542559	579582	37023
NZ_QVAP02000006.1	17940	54963	37023
NZ_QVIR01000009.1	84036	121059	37023
NZ_RXCM01000003.1	542559	579582	37023
NZ_SWGK01000010.1	405856	442879	37023
NZ_CAADNB010000079.1	20633	57657	37024
NZ_CATOWT010000002.1	559163	596187	37024
NZ_CP046406.2	6654399	6691423	37024
NZ_JACEQK010000025.1	21146	58170	37024
NZ_JAZIDA010000023.1	539146	576170	37024
NZ_JAZIDB010000020.1	137237	174261	37024
NZ_JAZIDC010000002.1	171169	208193	37024
NZ_KI518845.1	1065883	1102907	37024
NZ_KK212305.1	20899	57923	37024
NZ_MCLZ01000008.1	49511	86535	37024
NZ_NSPK01000002.1	538062	575086	37024
NZ_RABE01000079.1	431384	468408	37024
NZ_RABF01000186.1	431393	468417	37024
NZ_CP093021.1	5932784	5969822	37038
NZ_JAIPTI010000007.1	99839	136878	37039
NZ_LLNF01000056.1	199101	236140	37039
NZ_HG974234.1	5369907	5406955	37048
NZ_NQZB01000002.1	431868	468916	37048
NZ_JAFBLJ010000001.1	3377193	3414261	37068
NZ_JAHERQ010000001.1	3719353	3756421	37068
NZ_JAHERR010000001.1	3719545	3756613	37068
NZ_JAJPNQ010000002.1	33968	71036	37068
NZ_LJNV01000022.1	21702	58770	37068
NZ_JAPCTI010000003.1	31504	68573	37069
NZ_JABDTU010000007.1	20268	57346	37078
NZ_JARBCO010000001.1	130040	167143	37103
NZ_JAZFNG010000001.1	6266265	6303381	37116
NZ_JAZFNH010000001.1	6266148	6303264	37116
NZ_JAZFNI010000001.1	6266150	6303266	37116
NZ_JAWLOT010000002.1	540393	577534	37141
NZ_JAHYAT010000010.1	26945	64087	37142
NZ_JARSSD010000029.1	106745	143887	37142
NZ_JBIDML010000014.1	149846	186988	37142
NZ_JBIDMU010000015.1	122150	159292	37142
NZ_JBIDMW010000010.1	149846	186988	37142
NZ_JBIDNH010000013.1	149846	186988	37142
NZ_RWQY01000004.1	540106	577251	37145
NZ_RWSF01000003.1	540173	577318	37145
NZ_RWSG01000003.1	540106	577251	37145
NZ_RWTO01000003.1	540173	577318	37145
NZ_CP118638.1	6018019	6055173	37154
NZ_JAPWLA010000008.1	84791	121945	37154
NZ_JABUGO010000001.1	123155	160310	37155
NZ_CP096813.1	887472	924632	37160
NZ_CP172856.1	6101867	6139027	37160
NZ_JAQAQK010000001.1	2561159	2598319	37160
NZ_JAVQQP010000002.1	538754	575914	37160
NZ_JAWLOO010000001.1	124544	161704	37160
NZ_RAGB01000139.1	78286	115446	37160
NZ_CP064392.1	6168758	6205919	37161
NZ_CP077997.1	6083451	6120612	37161
NZ_CP078009.1	6163869	6201030	37161
NZ_JAGFPY010000009.1	17904	55065	37161
NZ_JTMT01000021.1	532194	569355	37161
NZ_VZPH01000067.1	539250	576412	37162
NZ_JABDVG010000001.1	35232	72402	37170
NZ_JBJYBY010000004.1	230959	268149	37190
NZ_MPUX01000009.1	26350	63545	37195
NZ_JBJYCK010000014.1	21421	58653	37232
NZ_AP017302.1	6381437	6418671	37234
NZ_JAHYAL010000005.1	20925	58159	37234
NZ_JBBLNH010000014.1	102633	139867	37234
NZ_JBIDKM010000001.1	551766	589000	37234
NZ_JBIDKN010000001.1	551786	589020	37234
NZ_JBIDKR010000009.1	47605	84839	37234
NZ_JBIDKS010000001.1	552061	589295	37234
NZ_JBIDMD010000001.1	552061	589295	37234
NZ_JBIDMV010000001.1	551786	589020	37234
NZ_JBIDND010000008.1	102633	139867	37234
NZ_PTLY01000007.1	83548	120782	37234
NZ_JTPY01000020.1	404676	441921	37245
NZ_JTPP01000034.1	56234	93481	37247
NZ_JTUR01000017.1	21566	58813	37247
NZ_JTYK01000023.1	20993	58240	37247
NZ_QMGP01000001.1	4020915	4058162	37247
NZ_QVAQ02000004.1	333113	370392	37279
NZ_CP109657.1	6009285	6046604	37319
NZ_JAREJW010000003.1	354073	391452	37379
NZ_JBIDMA010000020.1	85026	122413	37387
NZ_JBIDNI010000030.1	106664	144051	37387
NZ_WXZV01000001.1	123113	160500	37387
NZ_JTOH01000001.1	131358	168760	37402
NZ_NSVA01000001.1	231287	268689	37402
NZ_JAOUTG010000002.1	540012	577417	37405
NZ_JASKXI010000016.1	268152	305557	37405
NZ_WXZT01000015.1	229568	267003	37435
NZ_JBEBLU010000001.1	438699	476143	37444
NZ_JBIDMH010000016.1	21678	59157	37479
NZ_JBIDMS010000002.1	579382	616861	37479
NZ_JBIDNC010000028.1	20967	58446	37479
NZ_WXZW01000029.1	21391	58870	37479
NZ_JAWIXL010000004.1	539529	577088	37559
NZ_JAHYAS010000011.1	27607	65197	37590
NZ_JBIDIT010000009.1	102057	139779	37722
NZ_LJZN01000130.1	13363	51096	37733
NZ_JTOT01000015.1	129721	167469	37748
NZ_JBIGIR010000061.1	166518	204271	37753
NZ_RWWJ01000061.1	115604	153368	37764
NZ_KK213166.1	1	37788	37787
NZ_JAVFEG010000010.1	237853	275651	37798
NZ_CP115196.1	5770014	5807817	37803
NZ_BSAR01000009.1	130092	167896	37804
NZ_BSAY01000007.1	130088	167892	37804
NZ_BSBB01000008.1	130087	167891	37804
NZ_JAFBLI010000001.1	458478	496282	37804
NZ_JAUZBY010000005.1	124403	162207	37804
NZ_JAPTST010000001.1	120903	158709	37806
NZ_RXUH01000008.1	122698	160504	37806
NZ_JBCIWL010000006.1	123649	161456	37807
NZ_JASKWN010000039.1	270735	308581	37846
NZ_VZIL01000026.1	39322	77170	37848
NZ_BSAQ01000010.1	14764	52660	37896
NZ_JASGYL010000026.1	26356	64252	37896
NZ_JAYXKS010000002.1	539055	576951	37896
NZ_NSNP01000001.1	545303	583199	37896
NZ_VLOD01000021.1	12650	50546	37896
NZ_JAPEVK010000001.1	6037291	6075188	37897
NZ_JAOBZQ010000001.1	224425	262324	37899
NZ_JAOBZV010000001.1	446150	484049	37899
NZ_JAOBZZ010000004.1	115581	153480	37899
NZ_RWLA01000002.1	230205	268110	37905
NZ_LLMW01000001.1	546784	584703	37919
NZ_RXEF01000002.1	1075795	1113722	37927
NZ_JAMSLJ010000004.1	19495	57512	38017
NZ_JAVFDR010000004.1	124367	162384	38017
NZ_JAVFEX010000004.1	124367	162384	38017
NZ_JARCZJ010000015.1	16823	54841	38018
NZ_JBCIXI010000004.1	124397	162415	38018
NZ_JBCIXO010000002.1	125500	163518	38018
NZ_VMNS01000001.1	10406	48424	38018
NZ_CP123953.1	6803466	6841512	38046
NZ_CP115280.1	1119420	1157495	38075
NZ_FRQN01000032.1	141658	179733	38075
NZ_CP089236.1	6401556	6439646	38090
NZ_JAMSLH010000003.1	342766	380875	38109
NZ_JAVFDU010000004.1	342816	380925	38109
NZ_JAVFHB010000004.1	342933	381042	38109
NZ_CABIPB010000002.1	343457	381567	38110
NZ_CABIPE010000002.1	343419	381529	38110
NZ_CP140431.1	6494353	6532463	38110
NZ_JAIXJJ010000001.1	269177	307287	38110
NZ_JAIXJR010000001.1	342940	381050	38110
NZ_JBCIWU010000001.1	352674	390784	38110
NZ_JBCIWZ010000001.1	358576	396686	38110
NZ_LFMV01000010.1	651688	689798	38110
NZ_JAGMWS010000003.1	188786	226897	38111
NZ_JBHNZS010000001.1	559995	598106	38111
NZ_LLOL01000015.1	21112	59223	38111
NZ_LLQE01000013.1	21192	59303	38111
NZ_JBCIYI010000013.1	80	38193	38113
NZ_JAHLTF010000001.1	120349	158498	38149
NZ_JAHERJ010000001.1	3429280	3467518	38238
NZ_JAJDQL010000011.1	39322	77560	38238
NZ_JAJDRE010000014.1	39322	77560	38238
NZ_JAJDRF010000001.1	39322	77560	38238
NZ_JAJDRJ010000021.1	39322	77560	38238
NZ_JAJDSL010000007.1	39322	77560	38238
NZ_JAJDSM010000021.1	35060	73298	38238
NZ_JAKLAX010000001.1	39322	77560	38238
NZ_JAQAQC010000002.1	1540760	1578998	38238
NZ_JBCGAC010000015.1	39213	77451	38238
NZ_JBCGAE010000022.1	39213	77451	38238
NZ_JBCGAF010000001.1	39213	77451	38238
NZ_JBCGAJ010000005.1	39213	77451	38238
NZ_JBCGAO010000050.1	39213	77451	38238
NZ_JBCGAP010000001.1	39214	77452	38238
NZ_JBCGAS010000024.1	39213	77451	38238
NZ_JBCGAT010000007.1	39214	77452	38238
NZ_JBCGAU010000007.1	39213	77451	38238
NZ_JBCGAV010000004.1	39213	77451	38238
NZ_JBCGAW010000002.1	39213	77451	38238
NZ_JBCGAY010000005.1	39213	77451	38238
NZ_JBCGBA010000029.1	39213	77451	38238
NZ_VIHB01000002.1	39451	77689	38238
NZ_RXAX01000003.1	541574	579816	38242
NZ_CP011369.1	6602067	6640314	38247
NZ_CP050322.1	6052477	6090729	38252
NZ_JBIGJO010000001.1	541280	579617	38337
NZ_WIGE01000011.1	474385	512745	38360
NZ_VIIF01000023.1	25552	63980	38428
NZ_VIIL01000002.1	431733	470161	38428
NZ_RWLR01000003.1	538834	577363	38529
NZ_JAUZBI010000003.1	551962	590616	38654
NZ_JAFDSZ010000016.1	8341	47134	38793
NZ_JAFDTA010000021.1	8340	47133	38793
NZ_CATOWM010000004.1	215122	253979	38857
NZ_KI519019.1	1	38898	38897
NZ_JABMED010000003.1	774695	813609	38914
NZ_JAHEQR010000003.1	458564	497515	38951
NZ_JAQAQT010000003.1	458569	497522	38953
NZ_JAJDPW010000022.1	36346	75300	38954
NZ_JAJDQC010000001.1	439720	478674	38954
NZ_JAJDQF010000002.1	439720	478674	38954
NZ_JAJDQN010000003.1	194221	233175	38954
NZ_JAJDQW010000025.1	25933	64887	38954
NZ_JBCGAD010000011.1	431436	470390	38954
NZ_JBCGAG010000020.1	268093	307047	38954
NZ_JBCGAH010000007.1	101751	140705	38954
NZ_JBCGAI010000021.1	431498	470452	38954
NZ_JBCGAK010000011.1	268093	307047	38954
NZ_JBCGAL010000004.1	431671	470625	38954
NZ_JBCGAN010000003.1	431672	470626	38954
NZ_JBCGAQ010000033.1	30445	69399	38954
NZ_JBCGAR010000018.1	431672	470626	38954
NZ_JBCGAX010000028.1	431671	470625	38954
NZ_JBCGAZ010000005.1	431671	470625	38954
NZ_NSNK01000001.1	439882	478836	38954
NZ_NSQL01000002.1	439902	478856	38954
NZ_NTAI01000001.1	346420	385374	38954
NZ_VIHT01000002.1	439949	478903	38954
NZ_VIHX01000001.1	439732	478686	38954
NZ_VIIC01000002.1	440187	479141	38954
NZ_VIID01000001.1	440187	479141	38954
NZ_VIIE01000002.1	439861	478815	38954
NZ_VIIN01000010.1	125827	164781	38954
NZ_VIIO01000002.1	412604	451558	38954
NZ_JAZIDS010000062.1	46905	85860	38955
NZ_CP139424.1	5205895	5244946	39051
NZ_JANVBJ010000009.1	122947	162033	39086
NZ_JANVBL010000007.1	122942	162028	39086
NZ_SCWM01000009.1	129826	168912	39086
NZ_JAJDQT010000001.1	428405	467584	39179
NZ_JAKGVF010000011.1	21370	60549	39179
NZ_JANVBK010000006.1	17884	57063	39179
NZ_NSMT01000004.1	581370	620549	39179
NZ_NSZK01000003.1	359420	398791	39371
NZ_WUDK01000013.1	7956	47373	39417
NZ_JASTZE010000001.1	541704	581180	39476
NZ_JAPHVY010000052.1	147553	187086	39533
NZ_JAZIDQ010000057.1	551036	590569	39533
NZ_JAZIDV010000010.1	64577	104110	39533
NZ_AP014651.1	6562270	6601814	39544
NZ_JTXE01000081.1	22797	62772	39975
NZ_JAIGZC010000215.1	172177	212337	40160
NZ_JTMN01000013.1	7411	47571	40160
NZ_NSMX01000019.1	13452	53766	40314
NZ_JAHVZS010000003.1	539570	579904	40334
NZ_JBEBLM010000002.1	137186	177657	40471
NZ_JTZS01000007.1	22466	63070	40604
NZ_CP015377.1	1586816	1627638	40822
NZ_JAIPTG010000012.1	205354	246191	40837
NZ_JAIPTL010000011.1	199830	240667	40837
NZ_MWWL01000339.1	22937	63804	40867
NZ_LLUE01000047.1	98833	139967	41134
NZ_JTOY01000009.1	267224	308664	41440
NZ_SWGH01000036.1	25561	67027	41466
NC_023019.1	6075250	6116773	41523
NZ_LSQB01000044.1	541061	582586	41525
NZ_RXTS01000001.1	538864	580396	41532
NZ_JAOXLB010000002.1	125166	167309	42143
NZ_JAMWBM010000001.1	3682193	3725371	43178
NZ_JAOXFV010000006.1	125237	168415	43178
NZ_JAUYZF010000001.1	3720877	3764055	43178
NZ_CP097709.1	6543773	6587151	43378
NZ_CP097710.1	6544886	6588264	43378
NZ_CP093358.1	6332337	6376137	43800
NZ_NSZM01000011.1	13454	57254	43800
NZ_FRSC01000009.1	13201	57135	43934
NZ_CP115293.1	5172733	5216668	43935
NZ_JAZEWN010000142.1	13356	57694	44338
